produto_pesquisado;titulo_produto;id_vendedor;preco;quantidade;descricao;homologado;plataforma;url
power bank;Carregador Portátil Power Bank Inova Pow-1067 10000mah<!-- --> ;;123,17;1;"Carregador Portátil Power Bank Pow-1067 10000mah Branco - Inova
carregador Portátil Power Bank Original Inova 10000 Mah Com Lanterna Led Power Bank Com Belo Designer, Além De Discreto. Possui Um Led Medidor De Energia. Cabe Facilmente Em Seu Bolso Para Fornecer Energia Instantânea E Móvel, Aparelho Poderoso Com Tempo De Funcionamento Longo Para Tempo De Voo, Viagem Ou Sempre Que Você Precisar Para Carregar Seus Dispositivos Móveis Onde Quer Que Esteja. Possui Baixo";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-inova-pow1067-10000mah-mp923769192/p
power bank;Carregador Portátil Power Bank Chnpineng Pn-939 20000 Mah<!-- --> ;olist;227,60;1;"Carregador
portátil Power Bank Chnpineng Pn-939 20000 Mah

descrição:

conta
com Uma Potência De 20.000mah Desenvolvido Para Todo O Tipo De
necessidade Seja Para Os Negócios, Como, Para Lazer.

- 3
entrada (micro Usb / Tipo C / Iphone)

- 2 Saída Usb.

-
compatível Com Qualquer Telefone, Tablet E Qualquer Dispositivo Que
use Cabo Usb Para Carregar (basta Conectar Com O Cabo Usb).

-
chip De Reconhecimento Inteligente De Voltagem Detecta
automaticamente A Voltagem.";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-chnpineng-pn939-20000-mah-mp931895353/p
power bank;Carregador Power Bank 30000mAh USB Mais Tipo C Baseus Portatil Banco de Carga Rápida Móvel<!-- --> ;;529,00;1;30000mAh de energia carrega, ,tablets pelo menos 2,5 vezes e qualquer outro dispositivo USB várias vezes. Não se preocupe com pouca energia em uma longa viagem. . Duas portas USB e uma porta de carregamento tipo c garantem o carregamento em alta velocidade para três dispositivos ao mesmo tempo. Você pode usá-lo com sua família ou amigos para curtir a festa. . O banco de potência Baseus 30000mAh cobra 2,5 vezes mais rápido que o carregador padrão do iPhone. . O;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-30000mah-usb-mais-tipo-c-baseus-portatil-banco-de-carga-rapida-movel-mv28233030/p
power bank;Carregador Portátil (power Bank) - Mod. Pb 125 - 8000mah (aprox. 3 Cargas Do Celular) - Visor De Led - Vipbrazil<!-- --> ;;47,50;1;Carregador Portátil (power Bank) - Mod. Pb 125 - 8000mah (aprox. 3 Cargas Do Celular) - Visor De Led - Vipbrazil...Carregador portátil com design inovador, ideal para viagens. possuí led que indica o nivel de bateria no carregador. duas portas usb para uma maior conveniência. power bank mod. pb 125 - visor de led - vipbrazil / categoria: acessórios para celulares / vipbrazil / 0,076 x 0,022 x 0,1 peso: 0,22 / bateria : 8000mah / cargas (celular) : 3~4 / lanterna : s;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-mod-pb-125-8000mah-aprox-3-cargas-do-celular-visor-de-led-vipbrazil-mp19418793/p
power bank;Carregador Portatil Xiaomi Mi 50w Power Bank 10000mah Pb1050zm Vxn4290cn   Preto<!-- --> ;Duas Cabecas;309,50;1;O Mi Power Bank É Uma Usina Portátil Que Oferece Carregamento De Alta Velocidade E Garante Que Seus Dispositivos Passem Por Seus Dias Mais Movimentados E Mais Longos. A Capacidade De 10000mah, Garante Aos Seus Dispositivos Eletrônicos Maior Usabilidade. Compatível Com Todos Os Modelos De Celulares, Smartphones, Tablets, Hones E Ipads.marca:xiaomicapacidade Da Bateria:10000 - 19999 Mah;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-xiaomi-mi-50w-power-bank-10000mah-pb1050zm-vxn4290cn--preto-mp932610244/p
power bank;Agenda Executiva Luxo Carregador Power Bank Cinza e Verde<!-- --> ;TOQUE FINAL;147,00;1;A Agenda é um pequeno caderno onde podemos anotar todos os compromissos e outras anotações importantes para o nosso dia a dia. É uma ferramenta pessoal, e vem com um acessório muito importante que é o Power Bank, que pode dar mais alguns minutos de bateria para seu celular. Com um acabamento em couro sintético e com fechamento com imã. Descrição do Produto: Agenda Caderno Fichário com divisória Argola  Porta cartões Fechamento com Imã Carregador Power Bank com;CANDIDATO;Carrefour;https://www.carrefour.com.br/agenda-executiva-luxo-carregador-power-bank-cinza-e-verde-mp19059706/p
power bank;Carregador Redmi Preto Power Bank Portátil 10.000mah 2 Usb<!-- --> ;AllState;142,50;1;"Esse Power Bank É De 10000 Mah

- 10000mah De Grande Capacidade.
mais Durável E Com Mais Eficiência De Carregamento, Oferecem Energia Constante.

- Entrada E Saída Usb Duplas
duas Portas Usb, Que Podem Carregar Os Dispositivos Ao Mesmo Tempo, O Usb-c E Micro Usb Proporcionam Duas Maneiras De Carregamento.

- Entrada De Energia.
entrada De Energia 5v 2.1a, Fornecem Carregamento Rápido E Eficiente Para Cada Dispositivo Conectado.

- Baterias De Polímero De Lítio De Al";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-redmi-preto-power-bank-portatil-10000mah-2-usb-mp930972076/p
power bank;Carregador Portátil Power Bank 10000mah Saída Dupla Carregamento Kaidi Kd-951<!-- --> ;Loja MTGM;89,97;1;Loja Mtgm   * Cores: Informar Cor Desejada Antes Da Compra Ou Envio Em Cor Disponível Em Estoque.   >, Descrição: - Tamanho: 162mm*80.5mm*22mm, - Uma Saída Usb Um Cabo Embutido Com 3 Saídas (micro Usb, Lightning E Type-c), - Carregue Até 2 Dispositivos Ao Mesmo Tempo, - Compatível Para Qualquer Telefone, Tablet E Dispositivos De Carregamento Com Saídas Informadas, - Luz Indicadora De Bateria, - Chip De Reconhecimento De Voltagem Inteligente Detecta Auto;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-10000mah-saida-dupla-carregamento-kaidi-kd951-mp921433420/p
power bank;Carregador Power Bank Kaidi 5000 Mah Bom Bonito E<!-- --> ;webcontinentalmarketplace;94,99;1;Carregador Power Bank Kaidi 5000 Mah Bom Bonito E Baratopower Bank Kaidi 5.000 Mah Slim Kd-952 Original Preto Com Adaptador Tipo C E Ioso Presente Produto É Uma Fonte De Alimentação Móvel De Fio Mini-auto-alimentado, E A Sua Principal Utilização É Carregar Produtos Digitais De Comunicação Móvel, Configurado Com Uma Porta De Entrada De Carregamento Fêmea Micro Usb Para Carregar A Bateria De Lítio Recarregável Embutida,o Produto Possui Saída Dupla, 1 Porta De Saída De;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-kaidi-5000-mah-bom-bonito-e-mp928568856/p
power bank;Celular Dual Chip com função Power Bank - Preto (PW020PRE)<!-- --> ;;;1;Celular Dual Chip com função Power Bank - Preto (PW020PRE);CANDIDATO;Carrefour;https://www.carrefour.com.br/celular-dual-chip-com-funcao-power-bank-preto-pw020pre-mp19979245/p
power bank;Kit Multilaser Power Bank 2600mah Cartão De Memória Cl4 8gb<!-- --> ;;70,67;1;"Kit Power Bank + Pendrive + Cartão De Memoria Micro Sd 8gb Multilaser - Mc200 

características 

capacidade: 8gb 

trava De Segurança Interface De Sincronismo Serial De Alta Velocidade, Modo Sd/spi 

taxas De Transmissão De Dados: 3 Mb/s (gravação) E 10 Mb/s (leitura) 

voltagem De Operação: 2,7v3,6v 

peso: 2,5g 

dimensões: 15 X 11 X 1 Mm 

leitor De Cartão Compatível Com Usb 2.0

taxa De Transferência Até 480mb/s 

dimensões 35 X 15 X 6 Mm 

peso 3g Power Bank
c";CANDIDATO;Carrefour;https://www.carrefour.com.br/kit-multilaser-power-bank-2600mah-cartao-de-memoria-cl4-8gb-mp930187967/p
power bank;Carregador Portátil Anker Powercore 10000, Um Dos Menores E Mais Leves Power Bank De 10000mah, Bateria Ultra-compacta, Carregador De Telefone De Tecn<!-- --> ;nocnoceua;232,00;1;Powercore 10000o Carregador Portátil Compacto De Alta Capacidade Da Anker, A Marca Líder De Carregamento Da América• Carregamento Mais Rápido E Seguro Com Nossa Tecnologia Avançada• Mais De 50 Milhões De Usuários Felizes E Contandoastonishing Sizepowercore 10000 É Incrivelmente Pequeno E Leve Para Sua Grande Capacidade. É Menor Que Um Baralho De Cartas E Tão Leve Quanto Uma Bola De Beisebol, Mas Pode Carregar Um Telefone Mais De Três Vezes E A Maioria Dos Tablets Um;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-anker-powercore-10000-um-dos-menores-e-mais-leves-power-bank-de-10000mah-bateria-mp922900556/p
power bank;Skynew Power Bank Hard Travel Case Medium Compatível Rav Power 26800/20100/20000mah, Anker Power Core 26800mah/ Powercore +26800mah, Dulla M50000 Pow<!-- --> ;;213,00;1;Skynew Power Bank Hard Travel Case Medium Compatível Rav Power 26800/20100/20000mah, Anker Power Core 26800mah/ Powercore +26800mah, Dulla M50000 Power Bank 12000mah (preto Médio);CANDIDATO;Carrefour;https://www.carrefour.com.br/skynew-power-bank-hard-travel-case-medium-compativel-rav-power-268002010020000mah-anker-power-core-2-mp922835654/p
power bank;Feelle Power Bank Carregador Portátil - 27000mah Pho Portátil<!-- --> ;nocnoceua;341,00;1;Banco De Energia;CANDIDATO;Carrefour;https://www.carrefour.com.br/feelle-power-bank-carregador-portatil-27000mah-pho-portatil-mp932377460/p
power bank;Carregador Wireless Qi Sem Fio Com Ventilador 3 Em 1 Portátil Usb Carregador Celular Power Bank Recarregável Rosa<!-- --> ;;33,99;1;Mini Ventilador 3 Em 1 Vem Com Uma Base De Carregamento, Que Pode Ser Utilizada Como Um Suporte De Telefone E Fornece Carregamento Sem Fio Para Telefones Celulares, Muito Conveniente Para Trabalhar, Aprender Ou Viajar. Possui Três Níveis De Velocidade Do Vento, E Basta Pressionar O Botão Para Ligar O Ventilador Usb, Para Ajustar A Velocidade Do Vento, Muito Fácil De Operar. Baixo Nível De Ruído, Proporciona Um Ambiente Silencioso Para Dormir Enquanto Faz Você Se Ref;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-wireless-qi-sem-fio-com-ventilador-3-em-1-portatil-usb-carregador-celular-power-bank-reca-mp924285763/p
power bank;Carregador X CHARGE Power Bank Tectoy Bivolt Preto<!-- --> ;;;1;Indicador luminoso de capacidade de carga  2 Portas micro USB e 1 Porta USB Tipo-C  Capacidade 10000mAh;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-x-charge-power-bank-tectoy-bivolt-preto-6465641/p
